Mod:Item:MetaData, Localized Name
flatcoloredblocks:flatcoloredblock_glowing0_41:15, Glowing Dark Cyan Block #671
flatcoloredblocks:flatcoloredblock_glowing0_42:0, Glowing Dark Cyan Block #672
flatcoloredblocks:flatcoloredblock_glowing0_42:1, Glowing Dark Cyan Block #673
flatcoloredblocks:flatcoloredblock_glowing0_42:2, Glowing Cyan Block #674
flatcoloredblocks:flatcoloredblock_glowing0_42:3, Glowing Cyan Block #675
flatcoloredblocks:flatcoloredblock_glowing0_42:4, Glowing Cyan Block #676
flatcoloredblocks:flatcoloredblock_glowing0_42:5, Glowing Cyan Block #677
flatcoloredblocks:flatcoloredblock_glowing0_42:6, Glowing Cyan Block #678
flatcoloredblocks:flatcoloredblock_glowing0_42:7, Glowing Cyan Block #679
flatcoloredblocks:flatcoloredblock_glowing0_42:8, Glowing Dark Cyan Block #680
flatcoloredblocks:flatcoloredblock_glowing0_42:9, Glowing Dark Cyan Block #681
flatcoloredblocks:flatcoloredblock_glowing0_42:10, Glowing Dark Cyan Block #682
flatcoloredblocks:flatcoloredblock_glowing0_42:11, Glowing Dark Cyan Block #683
flatcoloredblocks:flatcoloredblock_glowing0_42:12, Glowing Cyan Block #684
flatcoloredblocks:flatcoloredblock_glowing0_42:13, Glowing Cyan Block #685
flatcoloredblocks:flatcoloredblock_glowing0_42:14, Glowing Cyan Block #686
flatcoloredblocks:flatcoloredblock_glowing0_42:15, Glowing Light Cyan Block #687
flatcoloredblocks:flatcoloredblock_glowing0_43:0, Glowing Light Cyan Block #688
flatcoloredblocks:flatcoloredblock_glowing0_43:1, Glowing Light Cyan Block #689
flatcoloredblocks:flatcoloredblock_glowing0_43:2, Glowing Dark Cyan Block #690
flatcoloredblocks:flatcoloredblock_glowing0_43:3, Glowing Dark Cyan Block #691
flatcoloredblocks:flatcoloredblock_glowing0_43:4, Glowing Dark Cyan Block #692
flatcoloredblocks:flatcoloredblock_glowing0_43:5, Glowing Dark Cyan Block #693
flatcoloredblocks:flatcoloredblock_glowing0_43:6, Glowing Cyan Block #694
flatcoloredblocks:flatcoloredblock_glowing0_43:7, Glowing Cyan Block #695
flatcoloredblocks:flatcoloredblock_glowing0_43:8, Glowing Cyan Block #696
flatcoloredblocks:flatcoloredblock_glowing0_43:9, Glowing Light Cyan Block #697
flatcoloredblocks:flatcoloredblock_glowing0_43:10, Glowing Light Cyan Block #698
flatcoloredblocks:flatcoloredblock_glowing0_43:11, Glowing Light Cyan Block #699
flatcoloredblocks:flatcoloredblock_glowing0_43:12, Glowing Dark Cyan Block #700
flatcoloredblocks:flatcoloredblock_glowing0_43:13, Glowing Dark Cyan Block #701
flatcoloredblocks:flatcoloredblock_glowing0_43:14, Glowing Dark Cyan Block #702
flatcoloredblocks:flatcoloredblock_glowing0_43:15, Glowing Dark Cyan Block #703
flatcoloredblocks:flatcoloredblock_glowing0_44:0, Glowing Cyan Block #704
flatcoloredblocks:flatcoloredblock_glowing0_44:1, Glowing Cyan Block #705
flatcoloredblocks:flatcoloredblock_glowing0_44:2, Glowing Cyan Block #706
flatcoloredblocks:flatcoloredblock_glowing0_44:3, Glowing Cyan Block #707
flatcoloredblocks:flatcoloredblock_glowing0_44:4, Glowing Cyan Block #708
flatcoloredblocks:flatcoloredblock_glowing0_44:5, Glowing Cyan Block #709
flatcoloredblocks:flatcoloredblock_glowing0_44:6, Glowing Dark Cyan Block #710
flatcoloredblocks:flatcoloredblock_glowing0_44:7, Glowing Dark Cyan Block #711
flatcoloredblocks:flatcoloredblock_glowing0_44:8, Glowing Dark Cyan Block #712
flatcoloredblocks:flatcoloredblock_glowing0_44:9, Glowing Dark Cyan Block #713
flatcoloredblocks:flatcoloredblock_glowing0_44:10, Glowing Cyan Block #714
flatcoloredblocks:flatcoloredblock_glowing0_44:11, Glowing Cyan Block #715
flatcoloredblocks:flatcoloredblock_glowing0_44:12, Glowing Cyan Block #716
flatcoloredblocks:flatcoloredblock_glowing0_44:13, Glowing Cyan Block #717
flatcoloredblocks:flatcoloredblock_glowing0_44:14, Glowing Cyan Block #718
flatcoloredblocks:flatcoloredblock_glowing0_44:15, Glowing Cyan Block #719
flatcoloredblocks:flatcoloredblock_glowing0_45:0, Glowing Dark Azure Block #720
flatcoloredblocks:flatcoloredblock_glowing0_45:1, Glowing Dark Azure Block #721
flatcoloredblocks:flatcoloredblock_glowing0_45:2, Glowing Dark Azure Block #722
flatcoloredblocks:flatcoloredblock_glowing0_45:3, Glowing Dark Azure Block #723
flatcoloredblocks:flatcoloredblock_glowing0_45:4, Glowing Azure Block #724
flatcoloredblocks:flatcoloredblock_glowing0_45:5, Glowing Azure Block #725
flatcoloredblocks:flatcoloredblock_glowing0_45:6, Glowing Azure Block #726
flatcoloredblocks:flatcoloredblock_glowing0_45:7, Glowing Light Azure Block #727
flatcoloredblocks:flatcoloredblock_glowing0_45:8, Glowing Light Azure Block #728
flatcoloredblocks:flatcoloredblock_glowing0_45:9, Glowing Light Azure Block #729
flatcoloredblocks:flatcoloredblock_glowing0_45:10, Glowing Dark Azure Block #730
flatcoloredblocks:flatcoloredblock_glowing0_45:11, Glowing Dark Azure Block #731
flatcoloredblocks:flatcoloredblock_glowing0_45:12, Glowing Dark Azure Block #732
flatcoloredblocks:flatcoloredblock_glowing0_45:13, Glowing Dark Azure Block #733
flatcoloredblocks:flatcoloredblock_glowing0_45:14, Glowing Azure Block #734
flatcoloredblocks:flatcoloredblock_glowing0_45:15, Glowing Azure Block #735
flatcoloredblocks:flatcoloredblock_glowing0_46:0, Glowing Azure Block #736
flatcoloredblocks:flatcoloredblock_glowing0_46:1, Glowing Light Azure Block #737
flatcoloredblocks:flatcoloredblock_glowing0_46:2, Glowing Light Azure Block #738
flatcoloredblocks:flatcoloredblock_glowing0_46:3, Glowing Light Azure Block #739
flatcoloredblocks:flatcoloredblock_glowing0_46:4, Glowing Dark Azure Block #740
flatcoloredblocks:flatcoloredblock_glowing0_46:5, Glowing Dark Azure Block #741
flatcoloredblocks:flatcoloredblock_glowing0_46:6, Glowing Dark Azure Block #742
flatcoloredblocks:flatcoloredblock_glowing0_46:7, Glowing Dark Azure Block #743
flatcoloredblocks:flatcoloredblock_glowing0_46:8, Glowing Azure Block #744
flatcoloredblocks:flatcoloredblock_glowing0_46:9, Glowing Azure Block #745
flatcoloredblocks:flatcoloredblock_glowing0_46:10, Glowing Azure Block #746
flatcoloredblocks:flatcoloredblock_glowing0_46:11, Glowing Azure Block #747
flatcoloredblocks:flatcoloredblock_glowing0_46:12, Glowing Azure Block #748
flatcoloredblocks:flatcoloredblock_glowing0_46:13, Glowing Azure Block #749
flatcoloredblocks:flatcoloredblock_glowing0_46:14, Glowing Dark Azure Block #750
flatcoloredblocks:flatcoloredblock_glowing0_46:15, Glowing Dark Azure Block #751
flatcoloredblocks:flatcoloredblock_glowing0_47:0, Glowing Dark Azure Block #752
flatcoloredblocks:flatcoloredblock_glowing0_47:1, Glowing Dark Azure Block #753
flatcoloredblocks:flatcoloredblock_glowing0_47:2, Glowing Azure Block #754
flatcoloredblocks:flatcoloredblock_glowing0_47:3, Glowing Azure Block #755
flatcoloredblocks:flatcoloredblock_glowing0_47:4, Glowing Azure Block #756
flatcoloredblocks:flatcoloredblock_glowing0_47:5, Glowing Azure Block #757
flatcoloredblocks:flatcoloredblock_glowing0_47:6, Glowing Azure Block #758
flatcoloredblocks:flatcoloredblock_glowing0_47:7, Glowing Azure Block #759
flatcoloredblocks:flatcoloredblock_glowing0_47:8, Glowing Dark Azure Block #760
flatcoloredblocks:flatcoloredblock_glowing0_47:9, Glowing Dark Azure Block #761
flatcoloredblocks:flatcoloredblock_glowing0_47:10, Glowing Dark Azure Block #762
flatcoloredblocks:flatcoloredblock_glowing0_47:11, Glowing Dark Azure Block #763
flatcoloredblocks:flatcoloredblock_glowing0_47:12, Glowing Azure Block #764
flatcoloredblocks:flatcoloredblock_glowing0_47:13, Glowing Azure Block #765
flatcoloredblocks:flatcoloredblock_glowing0_47:14, Glowing Azure Block #766
flatcoloredblocks:flatcoloredblock_glowing0_47:15, Glowing Light Azure Block #767
flatcoloredblocks:flatcoloredblock_glowing0_48:0, Glowing Light Azure Block #768
flatcoloredblocks:flatcoloredblock_glowing0_48:1, Glowing Light Azure Block #769
flatcoloredblocks:flatcoloredblock_glowing0_48:2, Glowing Dark Azure Block #770
flatcoloredblocks:flatcoloredblock_glowing0_48:3, Glowing Dark Azure Block #771
flatcoloredblocks:flatcoloredblock_glowing0_48:4, Glowing Dark Azure Block #772
flatcoloredblocks:flatcoloredblock_glowing0_48:5, Glowing Dark Azure Block #773
flatcoloredblocks:flatcoloredblock_glowing0_48:6, Glowing Azure Block #774
flatcoloredblocks:flatcoloredblock_glowing0_48:7, Glowing Azure Block #775
flatcoloredblocks:flatcoloredblock_glowing0_48:8, Glowing Azure Block #776
flatcoloredblocks:flatcoloredblock_glowing0_48:9, Glowing Light Azure Block #777
flatcoloredblocks:flatcoloredblock_glowing0_48:10, Glowing Light Azure Block #778
flatcoloredblocks:flatcoloredblock_glowing0_48:11, Glowing Light Azure Block #779
flatcoloredblocks:flatcoloredblock_glowing0_48:12, Glowing Dark Azure Block #780
flatcoloredblocks:flatcoloredblock_glowing0_48:13, Glowing Dark Azure Block #781
flatcoloredblocks:flatcoloredblock_glowing0_48:14, Glowing Dark Azure Block #782
flatcoloredblocks:flatcoloredblock_glowing0_48:15, Glowing Dark Azure Block #783
flatcoloredblocks:flatcoloredblock_glowing0_49:0, Glowing Azure Block #784
flatcoloredblocks:flatcoloredblock_glowing0_49:1, Glowing Azure Block #785
flatcoloredblocks:flatcoloredblock_glowing0_49:2, Glowing Azure Block #786
flatcoloredblocks:flatcoloredblock_glowing0_49:3, Glowing Azure Block #787
flatcoloredblocks:flatcoloredblock_glowing0_49:4, Glowing Azure Block #788
flatcoloredblocks:flatcoloredblock_glowing0_49:5, Glowing Azure Block #789
flatcoloredblocks:flatcoloredblock_glowing0_49:6, Glowing Dark Azure Block #790
flatcoloredblocks:flatcoloredblock_glowing0_49:7, Glowing Dark Azure Block #791
flatcoloredblocks:flatcoloredblock_glowing0_49:8, Glowing Dark Azure Block #792
flatcoloredblocks:flatcoloredblock_glowing0_49:9, Glowing Dark Azure Block #793
flatcoloredblocks:flatcoloredblock_glowing0_49:10, Glowing Azure Block #794
flatcoloredblocks:flatcoloredblock_glowing0_49:11, Glowing Azure Block #795
flatcoloredblocks:flatcoloredblock_glowing0_49:12, Glowing Azure Block #796
flatcoloredblocks:flatcoloredblock_glowing0_49:13, Glowing Azure Block #797
flatcoloredblocks:flatcoloredblock_glowing0_49:14, Glowing Azure Block #798
flatcoloredblocks:flatcoloredblock_glowing0_49:15, Glowing Azure Block #799
flatcoloredblocks:flatcoloredblock_glowing0_50:0, Glowing Dark Azure Block #800
flatcoloredblocks:flatcoloredblock_glowing0_50:1, Glowing Dark Azure Block #801
flatcoloredblocks:flatcoloredblock_glowing0_50:2, Glowing Dark Azure Block #802
flatcoloredblocks:flatcoloredblock_glowing0_50:3, Glowing Dark Azure Block #803
flatcoloredblocks:flatcoloredblock_glowing0_50:4, Glowing Azure Block #804
flatcoloredblocks:flatcoloredblock_glowing0_50:5, Glowing Azure Block #805
flatcoloredblocks:flatcoloredblock_glowing0_50:6, Glowing Azure Block #806
flatcoloredblocks:flatcoloredblock_glowing0_50:7, Glowing Light Azure Block #807
flatcoloredblocks:flatcoloredblock_glowing0_50:8, Glowing Light Azure Block #808
flatcoloredblocks:flatcoloredblock_glowing0_50:9, Glowing Light Azure Block #809
flatcoloredblocks:flatcoloredblock_glowing0_50:10, Glowing Dark Azure Block #810
flatcoloredblocks:flatcoloredblock_glowing0_50:11, Glowing Dark Azure Block #811
flatcoloredblocks:flatcoloredblock_glowing0_50:12, Glowing Dark Azure Block #812
flatcoloredblocks:flatcoloredblock_glowing0_50:13, Glowing Dark Azure Block #813
flatcoloredblocks:flatcoloredblock_glowing0_50:14, Glowing Azure Block #814
flatcoloredblocks:flatcoloredblock_glowing0_50:15, Glowing Azure Block #815
flatcoloredblocks:flatcoloredblock_glowing0_51:0, Glowing Azure Block #816
flatcoloredblocks:flatcoloredblock_glowing0_51:1, Glowing Light Azure Block #817
flatcoloredblocks:flatcoloredblock_glowing0_51:2, Glowing Light Azure Block #818
flatcoloredblocks:flatcoloredblock_glowing0_51:3, Glowing Light Azure Block #819
flatcoloredblocks:flatcoloredblock_glowing0_51:4, Glowing Dark Azure Block #820
flatcoloredblocks:flatcoloredblock_glowing0_51:5, Glowing Dark Azure Block #821
flatcoloredblocks:flatcoloredblock_glowing0_51:6, Glowing Dark Azure Block #822
flatcoloredblocks:flatcoloredblock_glowing0_51:7, Glowing Dark Azure Block #823
flatcoloredblocks:flatcoloredblock_glowing0_51:8, Glowing Azure Block #824
flatcoloredblocks:flatcoloredblock_glowing0_51:9, Glowing Azure Block #825
flatcoloredblocks:flatcoloredblock_glowing0_51:10, Glowing Azure Block #826
flatcoloredblocks:flatcoloredblock_glowing0_51:11, Glowing Azure Block #827
flatcoloredblocks:flatcoloredblock_glowing0_51:12, Glowing Azure Block #828
flatcoloredblocks:flatcoloredblock_glowing0_51:13, Glowing Azure Block #829
flatcoloredblocks:flatcoloredblock_glowing0_51:14, Glowing Dark Azure Block #830
flatcoloredblocks:flatcoloredblock_glowing0_51:15, Glowing Dark Azure Block #831
flatcoloredblocks:flatcoloredblock_glowing0_52:0, Glowing Dark Azure Block #832
flatcoloredblocks:flatcoloredblock_glowing0_52:1, Glowing Dark Azure Block #833
flatcoloredblocks:flatcoloredblock_glowing0_52:2, Glowing Azure Block #834
flatcoloredblocks:flatcoloredblock_glowing0_52:3, Glowing Azure Block #835
flatcoloredblocks:flatcoloredblock_glowing0_52:4, Glowing Azure Block #836
flatcoloredblocks:flatcoloredblock_glowing0_52:5, Glowing Azure Block #837
flatcoloredblocks:flatcoloredblock_glowing0_52:6, Glowing Azure Block #838
flatcoloredblocks:flatcoloredblock_glowing0_52:7, Glowing Azure Block #839
flatcoloredblocks:flatcoloredblock_glowing0_52:8, Glowing Dark Blue Block #840
flatcoloredblocks:flatcoloredblock_glowing0_52:9, Glowing Dark Blue Block #841
flatcoloredblocks:flatcoloredblock_glowing0_52:10, Glowing Dark Blue Block #842
flatcoloredblocks:flatcoloredblock_glowing0_52:11, Glowing Dark Blue Block #843
flatcoloredblocks:flatcoloredblock_glowing0_52:12, Glowing Blue Block #844
flatcoloredblocks:flatcoloredblock_glowing0_52:13, Glowing Blue Block #845
flatcoloredblocks:flatcoloredblock_glowing0_52:14, Glowing Blue Block #846
flatcoloredblocks:flatcoloredblock_glowing0_52:15, Glowing Light Blue Block #847
flatcoloredblocks:flatcoloredblock_glowing0_53:0, Glowing Light Blue Block #848
flatcoloredblocks:flatcoloredblock_glowing0_53:1, Glowing Light Blue Block #849
flatcoloredblocks:flatcoloredblock_glowing0_53:2, Glowing Dark Blue Block #850
flatcoloredblocks:flatcoloredblock_glowing0_53:3, Glowing Dark Blue Block #851
flatcoloredblocks:flatcoloredblock_glowing0_53:4, Glowing Dark Blue Block #852
flatcoloredblocks:flatcoloredblock_glowing0_53:5, Glowing Dark Blue Block #853
flatcoloredblocks:flatcoloredblock_glowing0_53:6, Glowing Blue Block #854
flatcoloredblocks:flatcoloredblock_glowing0_53:7, Glowing Blue Block #855
flatcoloredblocks:flatcoloredblock_glowing0_53:8, Glowing Blue Block #856
flatcoloredblocks:flatcoloredblock_glowing0_53:9, Glowing Light Blue Block #857
flatcoloredblocks:flatcoloredblock_glowing0_53:10, Glowing Light Blue Block #858
flatcoloredblocks:flatcoloredblock_glowing0_53:11, Glowing Light Blue Block #859
flatcoloredblocks:flatcoloredblock_glowing0_53:12, Glowing Dark Blue Block #860
flatcoloredblocks:flatcoloredblock_glowing0_53:13, Glowing Dark Blue Block #861
flatcoloredblocks:flatcoloredblock_glowing0_53:14, Glowing Dark Blue Block #862
flatcoloredblocks:flatcoloredblock_glowing0_53:15, Glowing Dark Blue Block #863
flatcoloredblocks:flatcoloredblock_glowing0_54:0, Glowing Blue Block #864
flatcoloredblocks:flatcoloredblock_glowing0_54:1, Glowing Blue Block #865
flatcoloredblocks:flatcoloredblock_glowing0_54:2, Glowing Blue Block #866
flatcoloredblocks:flatcoloredblock_glowing0_54:3, Glowing Blue Block #867
flatcoloredblocks:flatcoloredblock_glowing0_54:4, Glowing Blue Block #868
flatcoloredblocks:flatcoloredblock_glowing0_54:5, Glowing Blue Block #869
flatcoloredblocks:flatcoloredblock_glowing0_54:6, Glowing Dark Blue Block #870
flatcoloredblocks:flatcoloredblock_glowing0_54:7, Glowing Dark Blue Block #871
flatcoloredblocks:flatcoloredblock_glowing0_54:8, Glowing Dark Blue Block #872
flatcoloredblocks:flatcoloredblock_glowing0_54:9, Glowing Dark Blue Block #873
flatcoloredblocks:flatcoloredblock_glowing0_54:10, Glowing Blue Block #874
flatcoloredblocks:flatcoloredblock_glowing0_54:11, Glowing Blue Block #875
flatcoloredblocks:flatcoloredblock_glowing0_54:12, Glowing Blue Block #876
flatcoloredblocks:flatcoloredblock_glowing0_54:13, Glowing Blue Block #877
flatcoloredblocks:flatcoloredblock_glowing0_54:14, Glowing Blue Block #878
flatcoloredblocks:flatcoloredblock_glowing0_54:15, Glowing Blue Block #879
flatcoloredblocks:flatcoloredblock_glowing0_55:0, Glowing Dark Blue Block #880
flatcoloredblocks:flatcoloredblock_glowing0_55:1, Glowing Dark Blue Block #881
flatcoloredblocks:flatcoloredblock_glowing0_55:2, Glowing Dark Blue Block #882
flatcoloredblocks:flatcoloredblock_glowing0_55:3, Glowing Dark Blue Block #883
flatcoloredblocks:flatcoloredblock_glowing0_55:4, Glowing Blue Block #884
flatcoloredblocks:flatcoloredblock_glowing0_55:5, Glowing Blue Block #885
flatcoloredblocks:flatcoloredblock_glowing0_55:6, Glowing Blue Block #886
flatcoloredblocks:flatcoloredblock_glowing0_55:7, Glowing Light Blue Block #887
flatcoloredblocks:flatcoloredblock_glowing0_55:8, Glowing Light Blue Block #888
flatcoloredblocks:flatcoloredblock_glowing0_55:9, Glowing Light Blue Block #889
flatcoloredblocks:flatcoloredblock_glowing0_55:10, Glowing Dark Blue Block #890
flatcoloredblocks:flatcoloredblock_glowing0_55:11, Glowing Dark Blue Block #891
flatcoloredblocks:flatcoloredblock_glowing0_55:12, Glowing Dark Blue Block #892
flatcoloredblocks:flatcoloredblock_glowing0_55:13, Glowing Dark Blue Block #893
flatcoloredblocks:flatcoloredblock_glowing0_55:14, Glowing Blue Block #894
flatcoloredblocks:flatcoloredblock_glowing0_55:15, Glowing Blue Block #895
flatcoloredblocks:flatcoloredblock_glowing0_56:0, Glowing Blue Block #896
flatcoloredblocks:flatcoloredblock_glowing0_56:1, Glowing Light Blue Block #897
flatcoloredblocks:flatcoloredblock_glowing0_56:2, Glowing Light Blue Block #898
flatcoloredblocks:flatcoloredblock_glowing0_56:3, Glowing Light Blue Block #899
flatcoloredblocks:flatcoloredblock_glowing0_56:4, Glowing Dark Blue Block #900
flatcoloredblocks:flatcoloredblock_glowing0_56:5, Glowing Dark Blue Block #901
flatcoloredblocks:flatcoloredblock_glowing0_56:6, Glowing Dark Blue Block #902
flatcoloredblocks:flatcoloredblock_glowing0_56:7, Glowing Dark Blue Block #903
flatcoloredblocks:flatcoloredblock_glowing0_56:8, Glowing Blue Block #904
flatcoloredblocks:flatcoloredblock_glowing0_56:9, Glowing Blue Block #905
flatcoloredblocks:flatcoloredblock_glowing0_56:10, Glowing Blue Block #906
flatcoloredblocks:flatcoloredblock_glowing0_56:11, Glowing Blue Block #907
flatcoloredblocks:flatcoloredblock_glowing0_56:12, Glowing Blue Block #908
flatcoloredblocks:flatcoloredblock_glowing0_56:13, Glowing Blue Block #909
flatcoloredblocks:flatcoloredblock_glowing0_56:14, Glowing Dark Blue Block #910
